section id,recording id,fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation x [px],fixation y [px],azimuth [deg],elevation [deg]
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,309,1690309462580289117,1690309462868303117,288,727.702,593.777,12.27659354510443,-4.862264412401774
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,310,1690309462896331117,1690309463328288117,431,694.283,618.864,9.783598046624201,-6.750360702627834
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,311,1690309463352260117,1690309465188296117,1836,733.483,633.32,12.760058703689005,-7.803342477446467
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,312,1690309465228280117,1690309466832308117,1604,669.339,487.641,7.87410543491816,3.05900916184993
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,313,1690309466996301117,1690309469332288117,2335,497.437,449.463,-5.058144494471453,5.927846234893346
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,314,1690309469384232117,1690309469772316117,388,210.932,512.884,-26.575224257432996,1.135527010292418
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,315,1690309470352685117,1690309477164298117,6811,594.166,795.203,2.317211930573137,-20.01558510374421
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,316,1690309477212322117,1690309477532328117,320,647.285,764.773,6.415359383646104,-17.69970553224183
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,317,1690309477556279117,1690309479960418117,2404,678.62,782.052,8.890543379220809,-18.960200286844437
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,318,1690309480376354117,1690309480732328117,355,227.261,400.156,-25.58203984885578,9.334835911606424
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,319,1690309480780333117,1690309480944321117,163,274.984,529.247,-21.74561939532511,-0.05223281863760641
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,320,1690309480976311117,1690309481176322117,200,297.073,576.534,-20.110286765186974,-3.5311026310723808
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,321,1690309481232273117,1690309481920273117,688,206.6,400.966,-27.152902645681827,9.239869335218684
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,322,1690309482284286117,1690309482584251117,299,712.346,856.37,11.833521449579361,-24.462469972144422
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,323,1690309482612279117,1690309483168338117,556,722.963,759.104,12.263941027998154,-17.182935450377602
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,324,1690309483192260117,1690309486448312117,3256,707.135,783.809,11.118863003066362,-19.05080705857683
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,325,1690309486632291117,1690309486968368117,336,464.563,308.029,-7.724519929460807,16.509273736183225
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,326,1690309487212292117,1690309487600316117,388,719.541,879.905,12.538415725622917,-26.20723534661038
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,327,1690309487640316117,1690309488320308117,679,615.148,938.312,4.217128090159524,-30.78476998659825
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,328,1690309488364303117,1690309488712272117,347,724.202,970.3,13.563974949997979,-32.98373206203206
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,329,1690309488916279117,1690309489592327117,676,683.406,517.065,8.92319779991627,0.8558945879964042
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,330,1690309489616290117,1690309489812328117,196,715.438,604.715,11.363703174004346,-5.683534127012825
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,331,1690309490016275117,1690309490124266117,107,722.896,611.754,11.932967055707476,-6.204196858819912
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,332,1690309490168293117,1690309490328286117,159,749.793,520.812,13.906400090327475,0.5727893782532162
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,333,1690309490556276117,1690309490712291117,156,575.325,1008.232,0.9378499746622663,-36.13160632874519
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,334,1690309490740262117,1690309490928265117,188,563.82,949.914,-0.06285792291409155,-31.688433935936242
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,335,1690309490952262117,1690309491200330117,248,609.836,951.584,3.80344391595585,-31.79556915535753
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,336,1690309491380284117,1690309492256340117,876,728.799,423.969,12.407633755243328,7.789089811737486
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,337,1690309492344476117,1690309492784285117,439,742.085,474.223,13.349967678077343,4.0397048753846665
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,338,1690309493152235117,1690309493356267117,204,279.497,556.273,-21.415074938729,-2.0349624035807774
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,339,1690309493868301117,1690309494032285117,163,452.792,978.61,-9.550203723901603,-33.74319043997072
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,340,1690309494308322117,1690309496576267117,2267,694.85,497.754,9.786959370896708,2.2981387160645603
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,341,1690309496676275117,1690309499288323117,2612,696.323,523.882,9.89228199470206,0.34583605107133875
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,342,1690309499456338117,1690309502860335117,3403,741.479,507.111,13.28532107006903,1.5927431403956342
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,343,1690309502912379117,1690309503156326117,243,787.642,551.339,16.752208994511772,-1.6888147425673345
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,344,1690309503200289117,1690309504272304117,1072,759.438,611.172,14.685938130687232,-6.137654845241705
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,345,1690309504300298117,1690309504888286117,587,776.071,562.794,15.888908203429905,-2.540328128241358
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,346,1690309504928252117,1690309506052542117,1124,746.741,616.268,13.735828986936273,-6.525117368998406
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,347,1690309506100297117,1690309506448276117,347,708.517,513.282,10.808968592537672,1.136728421628037
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,348,1690309506480287117,1690309507288339117,808,658.462,519.006,7.050390252684214,0.7116464372616411
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,349,1690309507336327117,1690309508956338117,1620,757.481,604.757,14.530035424653335,-5.662625949029913
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,350,1690309508976324117,1690309509292285117,315,745.321,593.368,13.601936718087217,-4.823199577007562
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,351,1690309509328292117,1690309509616277117,287,740.698,527.778,13.22309160572926,0.054866650282038694
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,352,1690309509980280117,1690309511556295117,1576,751.677,525.891,14.047385754059244,0.19520153589780967
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,353,1690309511580291117,1690309511760328117,180,765.13,514.12,15.059177737044639,1.0686426304177397
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,354,1690309511952308117,1690309512428305117,475,756.005,532.06,14.372268914124158,-0.26323793134137985
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,355,1690309512748325117,1690309513044271117,295,779.666,646.723,16.276357435091192,-8.755852576602923
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,356,1690309513068258117,1690309513932276117,864,639.09,512.552,5.59649868515826,1.1961253825446467
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,357,1690309514080258117,1690309514688250117,607,594.232,524.025,2.22774304058199,0.3363860390604572
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,358,1690309514848261117,1690309516520413117,1672,684.774,538.457,9.025633190526962,-0.7437467934520174
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,359,1690309516692277117,1690309518648299117,1956,645.145,545.8,6.051165860217368,-1.296023526043193
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,360,1690309518820302117,1690309520120316117,1300,547.443,545.609,-1.2856144043674342,-1.2842067503937358
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,361,1690309520152295117,1690309520564277117,411,558.196,523.628,-0.4780024473606348,0.3662493169547214
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,362,1690309520744259117,1690309520976276117,232,581.595,595.632,1.2820783837471352,-5.03962189983026
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,363,1690309521016220117,1690309522288277117,1272,545.53,636.589,-1.4385226037339023,-8.11373369963204
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,364,1690309522328236117,1690309522788290117,460,547.33,513.302,-1.2940514456784653,1.141548144154882
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,365,1690309522840306117,1690309523212310117,372,552.338,613.794,-0.9216199769025318,-6.403229041105467
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,366,1690309523256313117,1690309524504271117,1247,521.861,509.08,-3.206898493246886,1.4579658021065964
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,367,1690309524688256117,1690309526540315117,1852,563.859,537.425,-0.052794265608110215,-0.6697611637678603
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,368,1690309526568270117,1690309528668381117,2100,529.62,509.679,-2.6241746084142648,1.413196566965034
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,369,1690309528852253117,1690309529880253117,1028,531.07,511.43,-2.515220722270128,1.2818254343095372
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,370,1690309529908432117,1690309530140281117,231,551.233,571.374,-1.0018256440599607,-3.2186975802452475
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,371,1690309530168278117,1690309530580350117,412,550.966,627.211,-1.0264937884593148,-7.410286975821334
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,372,1690309530624282117,1690309533192292117,2568,513.85,518.485,-3.8079112296011015,0.7519077095033172
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,373,1690309533392288117,1690309533676338117,284,539.808,552.75,-1.8593014667043228,-1.8201879543958652
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,374,1690309533708377117,1690309534332315117,623,560.384,571.983,-0.3140543910892024,-3.2645361999030373
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,375,1690309534372304117,1690309535112266117,739,513.219,503.348,-3.8565002841896385,1.887735435672378
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,376,1690309535256279117,1690309536572280117,1316,549.285,505.478,-1.1474704633701016,1.7290815514165172
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,377,1690309536792334117,1690309538088307117,1295,567.44,484.289,0.21628447842557452,3.3202852862109196
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,378,1690309538304272117,1690309539256315117,952,571.185,486.119,0.4977590983053864,3.182862787178403
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,379,1690309539528268117,1690309540084287117,556,576.68,484.3,0.9108937733348115,3.319378078048324
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,380,1690309540356365117,1690309543576300117,3219,589.207,485.685,1.8523532631335895,3.214921496590444
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,381,1690309543796308117,1690309546436304117,2639,603.879,490.199,2.9545479660452387,2.8752654714743997
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,382,1690309546632405117,1690309548996300117,2363,617.446,492.294,3.9737154331588287,2.717019257120687
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,383,1690309549188273117,1690309552560266117,3371,612.367,495.856,3.591545850284217,2.450157302207258
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,384,1690309552652298117,1690309553400333117,748,609.589,504.971,3.38188204623111,1.7662555235281223
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,385,1690309553584280117,1690309558736288117,5152,617.79,499.19,3.9984943242846787,2.1996070250534214
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,386,1690309558908297117,1690309560628305117,1720,615.559,502.874,3.830469446266745,1.9233384992246851
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,387,1690309560860286117,1690309561700346117,840,621.761,505.222,4.295993060250795,1.7468025499871072
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,388,1690309561948301117,1690309562120278117,171,624.12,513.443,4.472355767174153,1.1299709925519101
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,389,1690309562316283117,1690309565352304117,3036,612.657,501.094,3.612727518149594,2.0570364534953276
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,390,1690309565540451117,1690309569992352117,4451,617.336,504.143,3.963807098086434,1.8279794537400291
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,391,1690309570160293117,1690309570572394117,412,601.088,560.656,2.744019929970738,-2.4131698162443365
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,392,1690309570628289117,1690309570792269117,163,568.776,654.363,0.31914490848741034,-9.448642182816549
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,393,1690309571028278117,1690309571248294117,220,586.032,645.652,1.6244969158738036,-8.793691963657995
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,394,1690309571320303117,1690309571864441117,544,596.186,505.526,2.375166939678583,1.7250786406824214
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,395,1690309572108272117,1690309572820272117,712,544.276,520.918,-1.5232909794681633,0.5697010413433342
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,396,1690309572844272117,1690309574568306117,1724,584.008,506.194,1.4604544332526774,1.6752394671115538
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,397,1690309574808281117,1690309575660291117,852,574.998,502.136,0.7838762302735053,1.980102500480546
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,398,1690309575900367117,1690309576752280117,851,504.359,525.93,-4.520262621693435,0.19323802187290895
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,399,1690309576936304117,1690309577676305117,740,492.862,535.835,-5.383599668937279,-0.54946811361197
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,400,1690309577888267117,1690309578268277117,380,492.794,536.688,-5.388720995210671,-0.6134133552180202
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,401,1690309578296275117,1690309578588279117,292,548.594,549.524,-1.1993086880669899,-1.578171595417747
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,402,1690309578616285117,1690309579568299117,952,491.725,522.411,-5.468929804915662,0.45702474418708544
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,403,1690309579748306117,1690309581376303117,1627,498.778,526.479,-4.93933274641568,0.1521002114100567
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,404,1690309581528320117,1690309581760277117,231,515.158,530.283,-3.709441594888074,-0.1333440310601859
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,405,1690309581804350117,1690309582272337117,467,596.167,546.215,2.3733835266537477,-1.3293537964246755
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,406,1690309582308280117,1690309583348298117,1040,550.936,513.293,-1.023289214943911,1.1422851399264242
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,407,1690309583528257117,1690309587780292117,4252,589.786,523.447,1.8939180730661507,0.37980680798817296
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,408,1690309588000298117,1690309588384286117,383,603.949,537.917,2.9574321732597926,-0.7063638811619518
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,409,1690309588652284117,1690309589492283117,839,612.148,538.527,3.573051736617912,-0.7519821435150535
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,410,1690309589516293117,1690309592060317117,2544,612.864,561.07,3.6287594740300424,-2.4434854816440312
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,411,1690309592100278117,1690309594592278117,2492,588.305,596.13,1.787213437094318,-5.076649386095989
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,412,1690309594612296117,1690309601164285117,6551,589.503,504.802,1.8732400304706405,1.7796262653902415
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,413,1690309601364290117,1690309611988280117,10623,608.375,522.091,3.289678353722448,0.4814028879232159
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,414,1690309612200265117,1690309612712311117,512,614.509,543.067,3.7505766476655564,-1.0925549675204904
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,415,1690309612984280117,1690309613780301117,796,605.372,541.692,3.064399712396772,-0.989679411863529
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,416,1690309613820297117,1690309614784287117,963,679.648,572.406,8.6495892883964,-3.2832353877021143
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,417,1690309614824271117,1690309614960354117,136,602.592,534.032,2.8554266301134463,-0.4147614991879388
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,418,1690309615216323117,1690309617052280117,1835,597.944,522.842,2.506504573636372,0.42517134434601034
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,419,1690309617228237117,1690309617592305117,364,591.561,505.392,2.0278168792566995,1.7352514961779233
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,420,1690309617836283117,1690309618664291117,828,601.936,498.68,2.8076031212388677,2.23873963035748
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,421,1690309618936333117,1690309619820317117,883,606.812,493.102,3.1745894182215895,2.6571946330928813
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,422,1690309619856287117,1690309620344272117,487,668.378,504.775,7.79694662280498,1.776592147537562
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,423,1690309620368308117,1690309621092296117,723,624.175,487.232,4.480322271385143,3.0961353932983924
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,424,1690309621140433117,1690309621520424117,379,530.221,508.323,-2.5791101511570926,1.5150153037363598
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,425,1690309621552269117,1690309621628258117,75,605.639,492.845,3.0864710042632804,2.676501098291384
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,426,1690309621828253117,1690309622944309117,1116,624.345,492.168,4.492102734170469,2.7258818777683675
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,427,1690309623176367117,1690309625068316117,1891,621.653,492.084,4.289801645177339,2.732459344563215
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,428,1690309625140324117,1690309625440493117,300,619.502,702.701,4.197035014519346,-13.06475127278855
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,429,1690309625644413117,1690309626128250117,483,608.699,685.659,3.3607820898881697,-11.790692105677866
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,430,1690309626168313117,1690309626540475117,372,614.546,622.213,3.7714340500704195,-7.0303131196845134
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,431,1690309626592296117,1690309627052281117,459,618.372,489.746,4.043713509436838,2.908153015135544
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,432,1690309627088274117,1690309627456304117,368,564.266,475.142,-0.022324440833099823,4.0071767343752125
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,433,1690309627672293117,1690309628268356117,596,623.819,483.179,4.454409488815131,3.4002657260434193
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,434,1690309628304364117,1690309628452273117,147,564.869,473.502,0.02307428642508448,4.130392082210744
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,435,1690309628680295117,1690309629032290117,351,569.66,475.045,0.3833627680086539,4.0144299833706
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,436,1690309629288294117,1690309634120290117,4831,625.009,492.441,4.541891695251246,2.70536187504302
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,437,1690309634340289117,1690309636580332117,2240,627.705,504.989,4.742455106082476,1.763896483968063
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,438,1690309636752252117,1690309637308240117,555,623.441,493.923,4.423846312658394,2.5943433868665537
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,439,1690309637468538117,1690309638244283117,775,670.274,520.679,7.936976181088943,0.5860540514111693
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,440,1690309638552284117,1690309639688275117,1135,614.556,512.06,3.7542615257379914,1.2340881630746403
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,441,1690309639708295117,1690309640200294117,491,584.036,483.81,1.4638624010295644,3.35591360608438
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,442,1690309640240369117,1690309640748267117,507,618.822,584.444,4.081002066599027,-4.196436860818496
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,443,1690309640776480117,1690309646736295117,5959,622.341,545.806,4.338843900401776,-1.297769075520773
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,444,1690309646948364117,1690309648380423117,1432,636.403,492.001,5.398116947899847,2.737156762702314
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,445,1690309648420287117,1690309651832293117,3412,683.451,501.413,8.92971768893573,2.0263234887522668
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,446,1690309652048352117,1690309653432333117,1383,671.219,506.57,8.00992279496348,1.6419744111083394
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,447,1690309653652279117,1690309653852312117,200,655.267,528.36,6.810070922004425,0.011056950572468622
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,448,1690309653908307117,1690309654212223117,303,643.1,647.897,5.944263789643701,-8.946972883294247
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,449,1690309654468285117,1690309654692257117,223,640.587,613.686,5.731201119885122,-6.384446809474392
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,450,1690309654732275117,1690309655312284117,580,648.734,537.641,6.319938046858856,-0.6843934575053869
1a576925-8021-4e33-98e8-949c9a4af880,0bca85a6-6364-47a8-90fb-1b3a125721a5,451,1690309655352273117,1690309656188290117,836,586.292,502.183,1.632227315972805,1.9763187630089865
